FID,gis_id,ssc_code,ssc_name,lga_code,Total_Employed_Persons_Worked_Full_Time,Percentage_Employed_Persons_Worked_Full_Time,Percentage_Employed_Persons_Worked_Full_Time_Vic,Total_Employed_Persons_Worked_Part_Time,Percentage_Employed_Persons_Worked_Part_Time,Percentage_Employed_Persons_Worked_Part_Time_Vic,Total_Persons_Employed_Away_From_Work,Percentage_Persons_Employed_Away_From_Work,Percentage_Persons_Employed_Away_From_Work_Vic,Total_Persons_Unemployed,Percentage_Persons_Unemployed,Percentage_Persons_Unemployed_Vic,Year
employment_suburb.fid-70a927cd_165b71c4c19_318d,1782,SSC21782,Mount Emu,LGA25990,9,64.29,58.08,5,35.71,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_318e,2730,SSC22730,Wemen,LGA26610,47,72.31,58.08,11,16.92,32.02,7,10.77,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_318f,1039,SSC21039,Glenrowan West,LGA21010,15,51.72,58.08,14,48.28,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3190,934,SSC20934,Foster,LGA26170,347,49.08,58.08,288,40.74,32.02,35,4.95,3.19,37,5.23,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3191,392,SSC20392,Bundalaguah,LGA26810,55,60.44,58.08,29,31.87,32.02,3,3.3,3.19,4,4.4,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3192,824,SSC20824,East Melbourne,LGA24600,2134,68.95,58.08,731,23.62,32.02,110,3.55,3.19,120,3.88,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3193,409,SSC20409,Bunyip,LGA21450,656,58.57,58.08,377,33.66,32.02,47,4.2,3.19,40,3.57,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3194,170,SSC20170,Bayles,LGA21450,130,56.28,58.08,83,35.93,32.02,12,5.19,3.19,6,2.6,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3195,393,SSC20393,Bundalong,LGA24900,126,60.29,58.08,64,30.62,32.02,11,5.26,3.19,8,3.83,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3196,2890,SSC22890,Yangoura,LGA26810,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3197,1255,SSC21255,Jeffcott North,LGA21270,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3198,1196,SSC21196,Horfield,LGA22250,23,62.16,58.08,14,37.84,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3199,514,SSC20514,Catani,LGA21450,91,60.26,58.08,51,33.77,32.02,6,3.97,3.19,3,1.99,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_319a,410,SSC20410,Bunyip North,LGA21450,29,63.04,58.08,17,36.96,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_319b,2577,SSC22577,Turriff East,LGA21270,3,100,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_319c,551,SSC20551,Chinkapook,LGA26610,11,78.57,58.08,3,21.43,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_319d,395,SSC20395,Bundara,LGA22110,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_319e,417,SSC20417,Burnside,LGA24650,1303,60.41,58.08,621,28.79,32.02,47,2.18,3.19,186,8.62,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_319f,418,SSC20418,Burnside Heights,LGA24650,1764,60.68,58.08,847,29.14,32.02,78,2.68,3.19,218,7.5,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31a0,2738,SSC22738,Werrimull,LGA24780,27,64.29,58.08,12,28.57,32.02,0,0,3.19,3,7.14,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31a1,1496,SSC21496,Lima,LGA21010,29,64.44,58.08,13,28.89,32.02,3,6.67,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31a2,439,SSC20439,Cairnlea,LGA21180,2708,58.2,58.08,1434,30.82,32.02,116,2.49,3.19,395,8.49,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31a3,710,SSC20710,Darnum,LGA20830,182,56.7,58.08,122,38.01,32.02,12,3.74,3.19,5,1.56,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31a4,848,SSC20848,Elingamite,LGA21830,16,57.14,58.08,9,32.14,32.02,0,0,3.19,3,10.71,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31a5,1128,SSC21128,Happy Valley,LGA26610,22,78.57,58.08,3,10.71,32.02,3,10.71,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31a6,639,SSC20639,Cornishtown,LGA23350,23,42.59,58.08,28,51.85,32.02,0,0,3.19,3,5.56,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31a7,379,SSC20379,Bulla,LGA23270,187,61.11,58.08,97,31.7,32.02,17,5.56,3.19,5,1.63,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31a8,2922,SSC22922,Youanmite,LGA24900,13,68.42,58.08,3,15.79,32.02,0,0,3.19,3,15.79,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31a9,1002,SSC21002,Glen Huntly,LGA22310,1717,60.44,58.08,813,28.62,32.02,79,2.78,3.19,232,8.17,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31aa,396,SSC20396,Bunding,LGA25150,19,55.88,58.08,7,20.59,32.02,8,23.53,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31ab,1209,SSC21209,Huntingdale,LGA24970,561,60.19,58.08,280,30.04,32.02,26,2.79,3.19,65,6.97,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31ac,2732,SSC22732,Wensleydale,LGA26490,17,38.64,58.08,24,54.55,32.02,3,6.82,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31ad,1970,SSC21970,Nullawarre North,LGA25490,23,67.65,58.08,11,32.35,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31ae,2667,SSC22667,Wangaratta,LGA26700,4252,54.37,58.08,2792,35.7,32.02,334,4.27,3.19,442,5.65,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31af,2906,SSC22906,Yarroweyah,LGA24900,148,58.04,58.08,85,33.33,32.02,11,4.31,3.19,11,4.31,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31b0,1269,SSC21269,Jung,LGA23190,38,42.22,58.08,38,42.22,32.02,4,4.44,3.19,10,11.11,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31b1,2282,SSC22282,Smeaton,LGA22910,68,60.18,58.08,32,28.32,32.02,0,0,3.19,13,11.5,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31b2,397,SSC20397,Bundoora,LGA21890,7158,52.49,58.08,4762,34.92,32.02,408,2.99,3.19,1308,9.59,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31b3,398,SSC20398,Bung Bong,LGA21670,10,50,58.08,4,20,32.02,6,30,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31b4,1130,SSC21130,Harcourt North,LGA25430,66,52.8,58.08,48,38.4,32.02,8,6.4,3.19,3,2.4,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31b5,2751,SSC22751,Wheatsheaf,LGA22910,44,44,58.08,46,46,32.02,7,7,3.19,3,3,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31b6,1989,SSC21989,Oakleigh East,LGA24970,1823,56.9,58.08,1012,31.59,32.02,90,2.81,3.19,279,8.71,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31b7,1355,SSC21355,Kingsbury,LGA21890,794,45.98,58.08,662,38.33,32.02,36,2.08,3.19,235,13.61,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31b8,423,SSC20423,Burrumbeet,LGA20570,60,57.14,58.08,32,30.48,32.02,4,3.81,3.19,9,8.57,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31b9,405,SSC20405,Bungil,LGA26670,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31ba,406,SSC20406,Bunguluke,LGA21270,8,100,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31bb,1625,SSC21625,Meatian,LGA22250,0,0,58.08,3,50,32.02,0,0,3.19,3,50,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31bc,1206,SSC21206,Humevale,LGA27070,81,58.7,58.08,46,33.33,32.02,8,5.8,3.19,3,2.17,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31bd,1207,SSC21207,Hunter,LGA22620,12,63.16,58.08,3,15.79,32.02,4,21.05,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31be,2054,SSC22054,Picola,LGA24900,78,60.94,58.08,40,31.25,32.02,5,3.91,3.19,5,3.91,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31bf,1398,SSC21398,Kulwin,LGA24780,11,100,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31c0,411,SSC20411,Buragwonduc,LGA26810,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31c1,1210,SSC21210,Huntly,LGA22620,702,58.55,58.08,394,32.86,32.02,62,5.17,3.19,41,3.42,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31c2,2210,SSC22210,Rythdale,LGA21450,5,41.67,58.08,7,58.33,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31c3,1557,SSC21557,Macs Cove,LGA24250,22,68.75,58.08,7,21.88,32.02,0,0,3.19,3,9.38,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31c4,412,SSC20412,Burkes Bridge,LGA22250,5,100,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31c5,2775,SSC22775,Willaura North,LGA20260,7,70,58.08,3,30,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31c6,2279,SSC22279,Skipton,LGA25990,105,52.24,58.08,75,37.31,32.02,11,5.47,3.19,10,4.98,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31c7,1603,SSC21603,Marraweeney,LGA26430,14,45.16,58.08,9,29.03,32.02,5,16.13,3.19,3,9.68,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31c8,1602,SSC21602,Maroona,LGA20260,21,55.26,58.08,14,36.84,32.02,3,7.89,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31c9,414,SSC20414,Burnbank,LGA25990,7,36.84,58.08,5,26.32,32.02,4,21.05,3.19,3,15.79,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31ca,1310,SSC21310,Keilor North,LGA21180,21,53.85,58.08,14,35.9,32.02,4,10.26,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31cb,1646,SSC21646,Meringur,LGA24780,29,76.32,58.08,9,23.68,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31cc,1651,SSC21651,Merricks,LGA25340,44,57.89,58.08,32,42.11,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31cd,2507,SSC22507,Timor West,LGA21670,6,42.86,58.08,4,28.57,32.02,0,0,3.19,4,28.57,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31ce,415,SSC20415,Burnewang,LGA21370,15,71.43,58.08,6,28.57,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31cf,428,SSC20428,Butchers Ridge,LGA22110,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31d0,447,SSC20447,Callignee South,LGA26810,3,50,58.08,3,50,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31d1,2740,SSC22740,West Bendigo,LGA22620,96,57.49,58.08,58,34.73,32.02,6,3.59,3.19,7,4.19,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31d2,2571,SSC22571,Tuerong,LGA25340,95,51.35,58.08,73,39.46,32.02,11,5.95,3.19,6,3.24,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31d3,429,SSC20429,Buxton,LGA25620,128,60.38,58.08,76,35.85,32.02,5,2.36,3.19,3,1.42,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31d4,2789,SSC22789,Winchelsea South,LGA26490,43,48.31,58.08,42,47.19,32.02,0,0,3.19,4,4.49,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31d5,2646,SSC22646,Wallaloo,LGA25810,5,100,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31d6,859,SSC20859,Eltham,LGA25710,5602,56.58,58.08,3568,36.04,32.02,286,2.89,3.19,445,4.49,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31d7,1877,SSC21877,Narracan,LGA20830,51,46.36,58.08,48,43.64,32.02,7,6.36,3.19,4,3.64,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31d8,1131,SSC21131,Harkaway,LGA21610,242,53.19,58.08,175,38.46,32.02,16,3.52,3.19,22,4.84,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31d9,1140,SSC21140,Havilah,LGA20110,3,37.5,58.08,5,62.5,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31da,1806,SSC21806,Mountain View,LGA20830,21,56.76,58.08,16,43.24,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31db,1316,SSC21316,Kennedys Creek,LGA21830,7,50,58.08,7,50,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31dc,1247,SSC21247,Jancourt East,LGA21830,73,68.22,58.08,27,25.23,32.02,3,2.8,3.19,4,3.74,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31dd,1214,SSC21214,Hurstbridge,LGA25710,1015,53.59,58.08,728,38.44,32.02,71,3.75,3.19,80,4.22,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31de,2579,SSC22579,Tutye,LGA24780,8,66.67,58.08,4,33.33,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31df,2582,SSC22582,Tyenna,LGA21270,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31e0,1047,SSC21047,Golden Beach,LGA26810,38,44.71,58.08,24,28.24,32.02,6,7.06,3.19,17,20,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31e1,2825,SSC22825,Woods Point,LGA24250,8,53.33,58.08,7,46.67,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31e2,2826,SSC22826,Woodside,LGA26810,108,53.73,58.08,78,38.81,32.02,3,1.49,3.19,12,5.97,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31e3,2842,SSC22842,Woori Yallock,LGA27450,871,60.36,58.08,452,31.32,32.02,45,3.12,3.19,75,5.2,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31e4,2079,SSC22079,Pomborneit,LGA21830,20,57.14,58.08,12,34.29,32.02,0,0,3.19,3,8.57,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31e5,862,SSC20862,Emerald,LGA21450,1690,57.08,58.08,1029,34.75,32.02,107,3.61,3.19,135,4.56,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31e6,863,SSC20863,Emu,LGA25810,12,100,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31e7,2911,SSC22911,Yelta,LGA24780,89,63.12,58.08,40,28.37,32.02,3,2.13,3.19,9,6.38,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31e8,2670,SSC22670,Wangoom,LGA25490,53,50.96,58.08,43,41.35,32.02,3,2.88,3.19,5,4.81,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31e9,433,SSC20433,Bylands,LGA24850,39,57.35,58.08,26,38.24,32.02,3,4.41,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31ea,2242,SSC22242,Seaview,LGA20830,36,60,58.08,17,28.33,32.02,0,0,3.19,7,11.67,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31eb,936,SSC20936,Fosterville,LGA22620,11,40.74,58.08,13,48.15,32.02,0,0,3.19,3,11.11,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31ec,441,SSC20441,Caldermeade,LGA21450,50,58.82,58.08,23,27.06,32.02,9,10.59,3.19,3,3.53,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31ed,432,SSC20432,Byawatha,LGA26700,46,49.46,58.08,44,47.31,32.02,3,3.23,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31ee,435,SSC20435,Cabarita,LGA24780,142,58.68,58.08,78,32.23,32.02,14,5.79,3.19,8,3.31,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31ef,436,SSC20436,Cabbage Tree,LGA22910,5,62.5,58.08,3,37.5,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31f0,2671,SSC22671,Wannon,LGA26260,21,46.67,58.08,18,40,32.02,3,6.67,3.19,3,6.67,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31f1,937,SSC20937,Foxhow,LGA21830,10,71.43,58.08,4,28.57,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31f2,452,SSC20452,Cambrian Hill,LGA22490,70,57.38,58.08,46,37.7,32.02,3,2.46,3.19,3,2.46,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31f3,2551,SSC22551,Towong Upper,LGA26670,4,33.33,58.08,8,66.67,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31f4,478,SSC20478,Carapooee,LGA25810,10,55.56,58.08,5,27.78,32.02,0,0,3.19,3,16.67,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31f5,444,SSC20444,Callawadda,LGA25810,17,70.83,58.08,4,16.67,32.02,3,12.5,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31f6,1475,SSC21475,Leichardt,LGA22620,39,60.94,58.08,20,31.25,32.02,0,0,3.19,5,7.81,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31f7,869,SSC20869,Ensay,LGA22110,33,55.93,58.08,22,37.29,32.02,0,0,3.19,4,6.78,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31f8,479,SSC20479,Carapooee West,LGA25810,6,40,58.08,9,60,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31f9,2810,SSC22810,Wonga Park,LGA24210,1206,55.86,58.08,800,37.05,32.02,56,2.59,3.19,97,4.49,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31fa,2812,SSC22812,Wongungarra,LGA20110,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31fb,2813,SSC22813,Wonnangatta,LGA20110,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31fc,449,SSC20449,Calulu,LGA22110,31,39.24,58.08,34,43.04,32.02,9,11.39,3.19,5,6.33,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31fd,450,SSC20450,Cambarville,LGA27450,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31fe,2872,SSC22872,Yabba North,LGA24900,23,60.53,58.08,15,39.47,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_31ff,451,SSC20451,Camberwell,LGA21110,6269,57.43,58.08,3756,34.41,32.02,294,2.69,3.19,596,5.46,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3200,2573,SSC22573,Tullamarine,LGA21180,2005,62.77,58.08,853,26.71,32.02,97,3.04,3.19,239,7.48,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3201,1051,SSC21051,Golden Square,LGA22620,2310,56.26,58.08,1387,33.78,32.02,142,3.46,3.19,267,6.5,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3202,453,SSC20453,Campbellfield,LGA23270,808,51.73,58.08,524,33.55,32.02,46,2.94,3.19,184,11.78,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3203,457,SSC20457,Campbelltown,LGA22910,13,72.22,58.08,5,27.78,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3204,458,SSC20458,Camperdown,LGA21830,719,52.75,58.08,519,38.08,32.02,60,4.4,3.19,65,4.77,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3205,463,SSC20463,Cannie,LGA22250,11,100,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3206,461,SSC20461,Caniambo,LGA22830,23,60.53,58.08,15,39.47,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3207,2681,SSC22681,Warne,LGA21270,3,100,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3208,55,SSC20055,Arcadia,LGA22830,81,63.78,58.08,39,30.71,32.02,3,2.36,3.19,4,3.15,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3209,484,SSC20484,Cardinia,LGA21450,108,57.14,58.08,68,35.98,32.02,4,2.12,3.19,9,4.76,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_320a,2161,SSC22161,Riggs Creek,LGA26430,14,60.87,58.08,5,21.74,32.02,0,0,3.19,4,17.39,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_320b,1873,SSC21873,Naring,LGA24900,34,59.65,58.08,18,31.58,32.02,5,8.77,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_320c,2770,SSC22770,Wildwood,LGA23270,54,61.36,58.08,26,29.55,32.02,4,4.55,3.19,4,4.55,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_320d,2870,SSC22870,Wyuna East,LGA21370,39,65,58.08,18,30,32.02,3,5,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_320e,462,SSC20462,Cann River,LGA22110,25,35.71,58.08,23,32.86,32.02,0,0,3.19,22,31.43,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_320f,2871,SSC22871,Yaapeet,LGA27630,24,60,58.08,13,32.5,32.02,0,0,3.19,3,7.5,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3210,873,SSC20873,Epsom,LGA22620,1299,59.59,58.08,657,30.14,32.02,129,5.92,3.19,95,4.36,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3211,874,SSC20874,Ercildoune,LGA25990,23,52.27,58.08,10,22.73,32.02,11,25,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3212,2202,SSC22202,Runnymede,LGA21370,14,56,58.08,5,20,32.02,6,24,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3213,2891,SSC22891,Yannathan,LGA21450,89,64.03,58.08,43,30.94,32.02,3,2.16,3.19,4,2.88,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3214,464,SSC20464,Cannons Creek,LGA21610,189,60,58.08,106,33.65,32.02,3,0.95,3.19,17,5.4,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3215,465,SSC20465,Cannum,LGA27630,9,56.25,58.08,7,43.75,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3216,466,SSC20466,Canterbury,LGA21110,2139,55.6,58.08,1396,36.29,32.02,117,3.04,3.19,195,5.07,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3217,467,SSC20467,Cape Bridgewater,LGA22410,39,54.93,58.08,24,33.8,32.02,4,5.63,3.19,4,5.63,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3218,2676,SSC22676,Warburton,LGA27450,418,51.6,58.08,308,38.02,32.02,23,2.84,3.19,61,7.53,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3219,1959,SSC21959,Northcote,LGA21890,8427,60.35,58.08,4494,32.19,32.02,369,2.64,3.19,673,4.82,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_321a,2882,SSC22882,Yambuna,LGA21370,34,65.38,58.08,14,26.92,32.02,4,7.69,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_321b,1659,SSC21659,Merton,LGA24250,39,51.32,58.08,28,36.84,32.02,3,3.95,3.19,6,7.89,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_321c,468,SSC20468,Cape Clear,LGA22490,25,48.08,58.08,19,36.54,32.02,3,5.77,3.19,5,9.62,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_321d,487,SSC20487,Carina,LGA24780,13,61.9,58.08,8,38.1,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_321e,872,SSC20872,Epping,LGA27070,8863,58.13,58.08,4704,30.85,32.02,420,2.75,3.19,1260,8.26,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_321f,494,SSC20494,Carlyle,LGA23350,30,65.22,58.08,16,34.78,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3220,469,SSC20469,Cape Conran,LGA22110,4,100,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3221,473,SSC20473,Cape Woolamai,LGA20740,381,48.05,58.08,314,39.6,32.02,48,6.05,3.19,50,6.31,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3222,495,SSC20495,Carnegie,LGA22310,5470,59.35,58.08,2809,30.48,32.02,259,2.81,3.19,678,7.36,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3223,481,SSC20481,Carboor,LGA26700,39,67.24,58.08,16,27.59,32.02,3,5.17,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3224,505,SSC20505,Carrum Downs,LGA22170,6461,61.76,58.08,2983,28.51,32.02,329,3.14,3.19,689,6.59,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3225,1320,SSC21320,Kerang,LGA22250,850,53.46,58.08,573,36.04,32.02,66,4.15,3.19,101,6.35,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_3226,496,SSC20496,Carngham,LGA25990,27,40.91,58.08,24,36.36,32.02,12,18.18,3.19,3,4.55,6.71,2016
